영상제목,URL,향수_이름,향수_name,향수_notes,향수_설명
"인스타/사람인/페이스북 감성을 향수로 비유한다면?🤭크리드, 탬버린즈, 디에스앤더가 등 향기 리뷰",https://www.youtube.com/watch?v=Pi2MgRjtgys,브릭 졸업 어스 log,,,이게 내가 일어 엄 양을 찾고 싶어 가지고 일은 느끼고 섹시 5 큰 가지고 일은 느끼고 섹시 5 큰 씨알의 향을 표현할 길이 없어 서 양 씨알의 향을 표현할 길이 없어 서 양 미 란 말이 있습니다.
"인스타/사람인/페이스북 감성을 향수로 비유한다면?🤭크리드, 탬버린즈, 디에스앤더가 등 향기 리뷰",https://www.youtube.com/watch?v=Pi2MgRjtgys,조말론 여사,,,겨울 보면 20 뭐라고 좋겠죠. 독특한 향이 낀 하시면 더 기준에는 독특한 향이 낀 하시면 더 기준에는 누나 이렇게 해가지고 아까 내가 그 수.
"인스타/사람인/페이스북 감성을 향수로 비유한다면?🤭크리드, 탬버린즈, 디에스앤더가 등 향기 리뷰",https://www.youtube.com/watch?v=Pi2MgRjtgys,에밀리아,,,보면 쳐 력과 갈색이 적절히 어우러진 아오우 투표 일단 만듬 제가 또 만약 일이 하고 및 유치한 홍조를 좋아하고.
"입문용 위스키 향수로 비유해보기 (맥캘란, 발베니, 메이커스마크, 라프로익, 1792 등)",https://www.youtube.com/watch?v=pK36MyAwyPI,라프로익 10년,,,"소독약 냄새 같은게 강하게 나기 때문에 입문자에게는 적절하지 않다고 많이들 얘기를 하시고, 뭔가 캠프파이어를 하는듯한 스모키한 우디 향이 확 나서 아 이거는 내가 생각하는 그냥 술 냄새 양주 맛 이런게 아니구나 싶어서 너무 마음에 들었습니다. 크게 막 소독약 냄새라고는 느끼지 않았는데 그래도 아 왜 그렇게 얘기하는지는 알 것 같았어요."
"입문용 위스키 향수로 비유해보기 (맥캘란, 발베니, 메이커스마크, 라프로익, 1792 등)",https://www.youtube.com/watch?v=pK36MyAwyPI,글렌피딕 15년,,,괜찮아 그냥 비싼 위스키 냄새네.
"입문용 위스키 향수로 비유해보기 (맥캘란, 발베니, 메이커스마크, 라프로익, 1792 등)",https://www.youtube.com/watch?v=pK36MyAwyPI,맥켈란 12년,,,되게 부드럽다는 느낌이었어요 향수로 비유하자면 포근하고 부드러운 파우더 향이 섞인 우디 머스크향 같은 느낌.
"입문용 위스키 향수로 비유해보기 (맥캘란, 발베니, 메이커스마크, 라프로익, 1792 등)",https://www.youtube.com/watch?v=pK36MyAwyPI,법원 1792 스몰 배치,,,"향과 맛이 화사하고 부담 없다라는 생각이 들었습니다. 향수로 비유하자면 딱 조말론 느낌, 쉽고 달콤하지만 풍미는 확실한 술."
"입문용 위스키 향수로 비유해보기 (맥캘란, 발베니, 메이커스마크, 라프로익, 1792 등)",https://www.youtube.com/watch?v=pK36MyAwyPI,발밴이 더블오드 12년,,,술에서 우디향이랑 바닐라향이 나는 술에서 우디향이랑 바닐라향이 나는 거예요. 달콤한 꿀 바닐라 향이랑 남은 냄새가 은근히 나는게 참 매력적이더라고요.
"입문용 위스키 향수로 비유해보기 (맥캘란, 발베니, 메이커스마크, 라프로익, 1792 등)",https://www.youtube.com/watch?v=pK36MyAwyPI,메이커스 마크,,,그 강한 쓴맛이 그나마 덜합니다. 물론 쓰긴 하지만 그래도 좀 라이트한 느낌이고 곡식의 고소함도 느껴지고 약간의 카라멜 향까지 있더라고요.
"입문용 위스키 향수로 비유해보기 (맥캘란, 발베니, 메이커스마크, 라프로익, 1792 등)",https://www.youtube.com/watch?v=pK36MyAwyPI,몽키 숄더,,,이것도 그냥 그저 위스키만 그래도 특징으로 하면은 약간 산미가 난다는 점. 깔끔하고 캐주얼하게 진짜 칵테일로써 즐기기 좋은 맛이었어요.
"저렴하고 만족도 높은❤️체리향 향수, 향기템들 추천!🍒",https://www.youtube.com/watch?v=aEXqSfLvyPg,자라 체리스 모드,,,"체리 스무디의 첫 향은 투시팝 체리마 사탕을 응축한 것 같은 향입니다. 뭔가 서구권에서 파는 아주 단 시럽에 절여진 체리 냄새날까요. 곧이어서 검붉은 자두의 향과 달달한 바닐라향, 그리고 약간의 아몬드 향도 함께 어우러집니다. 탑에서 미들 노트까지의 전개가 꽤나 로스트 체리와 흡사하거든요. 더 시간이 지나면 체리 스무디에서 꿀 향이 많이나요. 우리가 현실에서 마주하는 그 꿀의 향이 직관적으로 느껴집니다. 체리스무디보다 술 냄새와 우디 향이 더 많이나요. 체리스무디는 체리 사탕을 입에 넣고 따뜻하고 부드러운 꿀물을 마시는 듯한 느낌이죠."
"저렴하고 만족도 높은❤️체리향 향수, 향기템들 추천!🍒",https://www.youtube.com/watch?v=aEXqSfLvyPg,게스 벨라 비타,,,부드럽고 달콤한 크림 위에 체리들을 조금 올려놓고 그 옆에 꽃들도 몇 송이 놓아둔듯한 모습이 연상되는 향입니다. 뿌리자마자 체리향이랑 투베로즈향이 같이 느껴지는데 이 두 향이 되게 은은하게 퍼져요. 전반적으로 향이 좀 연하고 섬세해요.
"저렴하고 만족도 높은❤️체리향 향수, 향기템들 추천!🍒",https://www.youtube.com/watch?v=aEXqSfLvyPg,애나더 스토리스의 네온 러쉬,,,새콤달콤한 체리랑 과일들로 만든 아이스크림 양 같습니다. 소프트 아이스크림 말고요 팝시클류가 떠오르는 그런 향입니다. 이거는 이름처럼 네온 컬러가 떠오르는 팝한 향기입니다. 확실히 밝고 활기찬 이미지를 연출하기 좋은 향입니다.
"저렴하고 만족도 높은❤️체리향 향수, 향기템들 추천!🍒",https://www.youtube.com/watch?v=aEXqSfLvyPg,베센 바디웍스 블랙 체리 멀롯,,,딱 베스킨라빈스 체리쥬빌레에다가 바닐라 향이 더 가미된듯한 향기입니다. 요거 두 개 다 가을 겨울에 잘 어울리는 무게감이고요.
"저렴하고 만족도 높은❤️체리향 향수, 향기템들 추천!🍒",https://www.youtube.com/watch?v=aEXqSfLvyPg,캘리포니아 센트 콜로라도 체리,,,닥터페퍼 냄새 같아요. 엄청 달달한 체리향이 섞인 쏘다 같은 냄새입니다.
"전직 승무원의 ""충격적으로 좋은 향수""?! 찐 니치향수, 조보이 추천템 @mok3150",https://www.youtube.com/watch?v=-NDEBlAb3pI,조 보위의 라를 들,,,"이건 아삭한 4 고양이랑 우바 같은 향이 나고, 석류 같은 채소의 렌즈가 느껴져. 사방에서 쿨하고 너무 기분 좋게 나오는데, 과일 연마가 끝까지 나오고 허브의 느낌도 섞여 있어. 전혀 부담스럽지 않고 여유 있는 세련된 무드를 느껴져."
"전직 승무원의 ""충격적으로 좋은 향수""?! 찐 니치향수, 조보이 추천템 @mok3150",https://www.youtube.com/watch?v=-NDEBlAb3pI,조 보위의 창립자 향수,,,"매력적인 향으로, 현실의 특사 행이 회기와 맞물려 완전히 차별화된 느낌을 줘. 이 향은 약간 성룡된 사랑 같은 느낌이 있어."
"전직 승무원의 ""충격적으로 좋은 향수""?! 찐 니치향수, 조보이 추천템 @mok3150",https://www.youtube.com/watch?v=-NDEBlAb3pI,노아가 향,,,"순간에서도 과일 향이 나고, 달달한 무화과 향이 아니라서 깔끔하고 좋았어. 끝이 깔끔해서 좋았고."
"전직 승무원의 ""충격적으로 좋은 향수""?! 찐 니치향수, 조보이 추천템 @mok3150",https://www.youtube.com/watch?v=-NDEBlAb3pI,조 보에 푸쉬 피날레,,,"복음 약간은 거친 매력이 있는 향수로, 예상하기 쉬운 데스크 새낀 향수들과는 다르게 섬세하고 부드러운 파우더리 향이 나. 고급스러운 느낌을 주고 럭셔리한 매력을 더해."
"전직 승무원의 ""충격적으로 좋은 향수""?! 찐 니치향수, 조보이 추천템 @mok3150",https://www.youtube.com/watch?v=-NDEBlAb3pI,렌지 블라썸,,,"오렌지 꽃 향이 나는 상큼한 느낌을 주고 여름에 잘 어울리는 향수야. 깔끔하게 뿌리고 싶을 때 좋고, 일상적인 상황에서도 잘 어울려."
조말론 라임바질 앤 만다린/멈칫 소프트블루솝 섬유향수 리뷰 | 미지의세계 MIJI,https://www.youtube.com/watch?v=k8JLHTQR0oc,소프트 블룸,,,이 향수의 냄새를 맡자 맞아 와 진짜 내 r&b 뇌 아니나 하루 라는 생각이 들었어요. 비누향으로 유명한 제품이라고 해서 냄새를 맡아 봤던 예 어플로 너한테는 비누향으로 유명한 제품이라고 해서 냄새를 맡아 봤던 예 어플로 너한테는 빈 양으로 안 느껴졌던 경험 한 번쯤은 있지 않습니까. 근데 이제품은 진짜 대부분의 사람들이 비누향 이라고 인식하고 납득 할 수 있을 법한 제품이네요. 너무 파우더리 하거나 너무 무겁지 않을까요 깔끔한 기능 향이 라서 오늘처럼 여행할 때 챙겨가서 가볍게 꾸리기 좋은 제품이라고 생각을 했습니다.
조말론 조향사들이 만든 올리브영 향수 추천❤️‍🔥 #올영세일 #올영향수,https://www.youtube.com/watch?v=2ilSyZytB_4,나르시소 로드리게즈 포허,,,깨끗한 파우더리 머스크 향이 너무 연하지도 독하지도 않게 표현됐습니다 중성적인 향이고 오해 향이 지속됩니다
조말론 조향사들이 만든 올리브영 향수 추천❤️‍🔥 #올영세일 #올영향수,https://www.youtube.com/watch?v=2ilSyZytB_4,모스키노의 토이보이,,,개성 있고 패션너블한 향입니다
조말론 조향사들이 만든 올리브영 향수 추천❤️‍🔥 #올영세일 #올영향수,https://www.youtube.com/watch?v=2ilSyZytB_4,지미추 아이원츄 르파,,,달큰한 블랙베리 향 필두로 자스민과 암브레트 기본적은 따스함이 이어지는 향수입니다 잔향은 우디향으로 남아서 반전이 있죠
조말론 조향사들이 만든 올리브영 향수 추천❤️‍🔥 #올영세일 #올영향수,https://www.youtube.com/watch?v=2ilSyZytB_4,페라가모 세뇨리나,,,상큼한 오렌지와 향긋한 일랑일랑 꽃으로 바닐라 젤라또를 만든듯한 향입니다 코코넛 밀크향 곁들어 져서 여름 휴가 바이브가 만들어주는 향이랍니다
"조말론, 딥티크, 바이레도 등! 우리가 이 향수들을 좋아하는 이유는? [최근 10년간 한국에서 가장 영향력 있는 향수 뽑기_2편]",https://www.youtube.com/watch?v=_ynrIIhsJm0,르라보의 상탈,,,향이 되게 잘 만든 향이라고 생각하고 너무 좋은 향이라고 생각을 하는데 그렇게 눈에 띄는 스타일 아니거든요. 향 자체가 상징성이 하면은 어 저 향 이런 이러한 의미가 있어라고 이렇게 막 구연 설명을 할 수 있는 그런 향들이 구연 설명을 할 수 있는 그런 향들이.
"조말론, 딥티크, 바이레도 등! 우리가 이 향수들을 좋아하는 이유는? [최근 10년간 한국에서 가장 영향력 있는 향수 뽑기_2편]",https://www.youtube.com/watch?v=_ynrIIhsJm0,바이레도의 블랑,,,"블랑쉬는 현재 비누의 대명사 시입니다. 한국인들이 가장 좋아하는게 또 비누향, 코튼향 빨루 이런 거니까. 블랑쉬가 가장 강력하지 않을까 한국에서 인기 있었던 향수 블랑시 만한게 있을까는 생각이 들어요. 향수 냄새라고 말할 수 있다고 했잖아요 그것을 처음으로 깬게 조말론 했잖아요."
"조말론, 딥티크, 바이레도 등! 우리가 이 향수들을 좋아하는 이유는? [최근 10년간 한국에서 가장 영향력 있는 향수 뽑기_2편]",https://www.youtube.com/watch?v=_ynrIIhsJm0,크리드의 어벤투스,,,"어벤투스는 남자 향수 끝판왕이 뭐예요 맞아. 나는 그게 너무 싫었어요. 그니까 저는 뭐 하나 정하고 그냥 딱 양분하고 이런 거 되게 싫어. 끝판 그런게 어디어 사람마다 좋은게 다른데, 근데 어벤투스 유독 유독 아주 다른데. 어벤투스 쓰는 것을 굉장히 자부심을 가지고 있는 거 같아. 이게 성공한 남자를 상징한 향 이잖아요."
"조말론, 딥티크, 바이레도 등! 우리가 이 향수들을 좋아하는 이유는? [최근 10년간 한국에서 가장 영향력 있는 향수 뽑기_2편]",https://www.youtube.com/watch?v=_ynrIIhsJm0,딥티크의 도손,,,"도손의 향기 자체가 신의 느낌, 신의 어떤 흐름을 불러 봤냐 그 정도는 아닌 거 같아요."
"조말론이 직접 알려주는 꿀팁, 향수 뿌리는 법, 조러브스 추천까지❣️",https://www.youtube.com/watch?v=rxGtkCtaDFQ,CH,,,The smell of the beach and also white rose with Lemon Leaves.
"조말론이 직접 알려주는 꿀팁, 향수 뿌리는 법, 조러브스 추천까지❣️",https://www.youtube.com/watch?v=rxGtkCtaDFQ,Joe by Jo,,,"The smell of New beginnings of Blue skies, looking up living life again and realizing that life has come back."
"조말론이 직접 알려주는 꿀팁, 향수 뿌리는 법, 조러브스 추천까지❣️",https://www.youtube.com/watch?v=rxGtkCtaDFQ,Montana,,,"Crunchy snow in the mountains, beautiful loges."
"조말론이 직접 알려주는 꿀팁, 향수 뿌리는 법, 조러브스 추천까지❣️",https://www.youtube.com/watch?v=rxGtkCtaDFQ,white rose and Lemon Leaves,,,"Reminds of a wonderful late her majesty the Queen, reminds me of my wedding day, reminds me of all lots of happy memories."
조향사와 리뷰하는✨아르마니 프리베 신제품! '코가네 듀오' 블랑 코가네&누아르 코가네,https://www.youtube.com/watch?v=kp6jDNKeFEM,블랑,,,"깨끗한 비누향, 세탁 잘한 섬유향 혹은 호텔 친구에 탁 누운 것 같은 포근하고 화이트가 그려지는 머스크 향이 나고, 자스민의 존재감이 꽤나 크거든요. 꽃잎이 볼륨이 있어 보들보들해 풍성해, 촉촉하고 하얗고 보들보들한 화이트 꽃이다 이런 느낌이 드는 향이다. 약간 센슈얼한 느낌도 있어요. 탑 노트에는 알데하이드, 핑크베리, 이탈리아 레몬이 있고, 미들 노트로 자스민, 은방울꽃, 일랑일랑 같은 화이트 플로럴 느낌들이 굉장히 많이 포진해 있어요."
조향사와 리뷰하는✨아르마니 프리베 신제품! '코가네 듀오' 블랑 코가네&누아르 코가네,https://www.youtube.com/watch?v=kp6jDNKeFEM,누아르,,,"장작불의 스모키한 우디향이 나면서도 중성적인 무드가 있어요. 마치 손석구 같은 내면에서 우러나오는 카리스마 있는 이미지, 도시적이고 세련된 느낌의 우디향이라고 생각해요. 탑 노트에는 핑크 페퍼, 키민, 엘이 들어 있고, 미들 노트에는 시스트 압솔, 올리바, 샤프란이 들어 있습니다. 스모키한 느낌이 세련된 감각으로 표현되고, 우디 노트가 달콤함을 더해줍니다."
"줄리엣 헤즈 어 건, 드디어 한국 론칭!❤️살냄새 향수 포함 대표 향수 소개(낫어퍼퓸/러스트포썬/페어잉크)",https://www.youtube.com/watch?v=yMlKbK0lDQM,나르퍼퓸,,,정말로 이 향은 향수 냄새 같지 않아요 진짜 깨끗하고 군더더기 없는 살냄새 그 자체입니다. 내 살냄새처럼 자연스러우면서도 내 본래 채취보다 더 향긋한 향기입니다. 세상에 때와 풍파가 하나도 묻지 않은 깨끗한 사람이 자기 몸의 지니고 다니는 청결한 손수건 같은 게 있으면 이런 향이 나지 않을까 싶은 생각이 들 정도로 아주 미니멀하고 성분이 최소화된 살냄새입니다.
"줄리엣 헤즈 어 건, 드디어 한국 론칭!❤️살냄새 향수 포함 대표 향수 소개(낫어퍼퓸/러스트포썬/페어잉크)",https://www.youtube.com/watch?v=yMlKbK0lDQM,러스트 포 썬,,,부드러운 일랑일랑이랑 오렌지 블라썸 꽃향기가 달콤한 코코넛 바닐라 향기와 함께 나는데요 마치 하와이나 발리 같은 휴양지에 간 것 같은 기분이 들게 하는 마음을 좀 들뜨게 하는 긍정적인 바이브가 있습니다. 화이트 플라워와 코코넛이 전해주는 크리미한 느낌이 있고 잔향의 머스크향이 굉장히 소프트하게 남기 때문에 부드럽고 편안한 달콤함을 좋아하는 분들에게 추천하고 싶습니다.
